energia,parametro,libre
-0.582496120054,0.977970683468,-0.578512331581
-0.62567027811,0.999981265301,-0.617156006902
-0.582496120054,0.977970683468,-0.578512331581
-0.586173007215,0.991655554695,-0.579092273576
-0.631076755095,0.999955424705,-0.626212354014
-0.623275488621,0.997881423496,-0.618465857818
-0.515499076888,0.997158653068,-0.504626450016
-0.641063170084,1.0,-0.637413984111
-0.452673790488,0.974973721272,-0.44357824045
-0.594876187529,0.993757625746,-0.587741211924
-0.679233930409,0.950288662422,-0.675581432773
-0.519845490619,0.999999309762,-0.510114346301
-0.489791524313,0.999898380486,-0.477630261539
-0.547278048584,0.999849139478,-0.538767275528
-0.649003732035,0.999999981549,-0.644138151226
-0.564137597433,0.992871063987,-0.558241868661
-0.628779118954,0.999995842268,-0.625130043074
-0.581535896978,0.937555050213,-0.581398920152
-0.572749752681,0.999917874569,-0.563020764357
-0.581535896978,0.937555050213,-0.581398920152
-0.581535896978,0.937555050213,-0.581398920152
-0.562134233245,0.998994086992,-0.554862454609
-0.424567813466,0.999970482129,-0.41605382776
-0.702249279853,0.999999634584,-0.698600103556
-0.553920118212,0.999999968133,-0.545405351785
-0.610150198618,0.96994278669,-0.604822737978
-0.587331242532,0.999999982529,-0.581249266373
-0.702249279853,0.999999634584,-0.698600103556
-0.496544340487,0.996888250347,-0.488111482361
-0.627470990009,0.999519561481,-0.622618124964
-0.552274339527,0.984519956266,-0.544158047787
-0.552274339527,0.984519956266,-0.544158047787
-0.552274339527,0.984519956266,-0.544158047787
-0.552274339527,0.984519956266,-0.544158047787
-0.519632169672,0.999472713931,-0.509914960498
-0.497643871411,0.999999588719,-0.489129115031
-0.491222986339,0.982356523957,-0.483160648909
-0.498307538237,0.951964563261,-0.489773482847
-0.612708180901,0.999967277716,-0.60297788474
-0.617565651058,0.999951933044,-0.609052156444
-0.558150558691,0.999984141775,-0.548419816
-0.617565651058,0.999951933044,-0.609052156444
-0.474928339797,0.999801603758,-0.466418823997
-0.606839917252,0.999997533406,-0.603190796592
-0.561230496699,0.999966956499,-0.556365790312
-0.525029562692,0.994959472618,-0.515430618683
-0.534252967756,0.998120598018,-0.524571391553
-0.6320737516,0.999806664734,-0.624780497424
-0.448611272733,0.978474774133,-0.43840145741
-0.615578359579,0.999999365522,-0.609496399757
-0.500947920554,0.956098166155,-0.492294829397
-0.651905311881,0.999999968982,-0.642174150108
