energia,parametro,libre
-0.65759122844,0.905881140068,-0.393196581781
-0.571883385041,0.818064869968,-0.346951973966
-0.604633361113,0.869333779629,-0.355187388191
-0.65759122844,0.905881140068,-0.393196581781
-0.553885225806,0.844016871223,-0.317314377577
-0.515023107637,0.795648844241,-0.29932607871
-0.50354280514,0.814791076995,-0.27687779925
-0.577758124607,0.880873647533,-0.323226018343
-0.498986861438,0.75713818118,-0.305108528999
-0.571883385041,0.818064869968,-0.346951973966
-0.553885225806,0.844016871223,-0.317314377577
-0.604633361113,0.869333779629,-0.355187388191
-0.498986861438,0.75713818118,-0.305108528999
-0.501602667841,0.798386966527,-0.283405464852
-0.571883385041,0.818064869968,-0.346951973966
-0.65759122844,0.905881140068,-0.393196581781
-0.571883385041,0.818064869968,-0.346951973966
-0.65759122844,0.905881140068,-0.393196581781
-0.604633361113,0.869333779629,-0.355187388191
-0.571883385041,0.818064869968,-0.346951973966
-0.65759122844,0.905881140068,-0.393196581781
-0.511198616948,0.798376648498,-0.292072927838
-0.567781704021,0.853967296987,-0.323456996598
-0.533614706415,0.816966856181,-0.305998458475
-0.539934657919,0.839464331653,-0.301999381523
-0.551267703606,0.874192962828,-0.298662687725
-0.539934657919,0.839464331653,-0.301999381523
-0.511198616948,0.798376648498,-0.292072927838
-0.561074700006,0.900237902245,-0.298394064793
-0.567781704021,0.853967296987,-0.323456996598
-0.540579892246,0.885155549062,-0.283858781991
-0.567781704021,0.853967296987,-0.323456996598
-0.505072823662,0.849078194834,-0.262832404716
-0.551267703606,0.874192962828,-0.298662687725
-0.539934657919,0.839464331653,-0.301999381523
-0.503582664865,0.744472321114,-0.322354183864
-0.533614706415,0.816966856182,-0.305998458475
-0.551267703606,0.874192962828,-0.298662687725
-0.567781704021,0.853967296987,-0.323456996598
-0.714691699877,0.895040719176,-0.454105216053
-0.714691699877,0.895040719176,-0.454105216053
-0.714691699877,0.895040719176,-0.454105216053
-0.484793297049,0.72026297598,-0.309035744633
-0.714691699877,0.895040719176,-0.454105216053
-0.520452435537,0.820096539789,-0.291421120749
-0.714691699877,0.895040719176,-0.454105216053
-0.714691699877,0.895040719176,-0.454105216053
-0.714691699877,0.895040719176,-0.454105216053
-0.714691699877,0.895040719176,-0.454105216053
-0.714691699877,0.895040719176,-0.454105216053
-0.484793297049,0.72026297598,-0.309035744633
-0.714691699877,0.895040719176,-0.454105216053
-0.499770857364,0.822451512182,-0.273108887196
-0.714691699877,0.895040719176,-0.454105216053
-0.714691699877,0.895040719176,-0.454105216053
-0.484793297049,0.72026297598,-0.309035744633
-0.714691699877,0.895040719176,-0.454105216053
-0.484793297049,0.72026297598,-0.309035744633
-0.714691699877,0.895040719176,-0.454105216053
-0.484793297049,0.72026297598,-0.309035744633
-0.714691699877,0.895040719176,-0.454105216053
